#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234
# YYMMDDHHMI STN  WD   WS GST  GST  GST     PA     PS PT    PR    TA    TD    HM    PV     RN     RN     RN     RN     SD     SD     SD WC WP WW                      CA  CA   CH CT        CT  CT  CT    VS   SS    SI ST    TS    TE    TE    TE    TE  ST   WH BF IR IX
#        KST  ID  16  m/s  WD   WS   TM    hPa    hPa  -   hPa     C     C     %   hPa     mm    DAY    JUN    INT    HR3    DAY    TOT -- -- ---------------------- TOT MID  MIN -------- TOP MID LOW                  GD     C     5    10    20    30 SEA    m --  -  -
202405181300 277  27  2.2  -9 -9.0   -9 1010.4 1015.0 -9  -9.0  27.7   6.9  27.0   9.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4872  1.0 -9.00 -9  40.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 278  23  2.3  -9 -9.0   -9 1006.2 1015.5 -9  -9.0  26.6   7.0  29.0  10.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  38.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 279  16  0.9  -9 -9.0   -9 1010.9 1016.5 -9  -9.0  26.5   7.5  30.0  10.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4893  1.0 -9.00 -9  45.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 281  23  1.6  -9 -9.0   -9 1005.3 1016.2 -9  -9.0  26.5   7.0  29.0  10.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4969  1.0 -9.00 -9  37.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 283  32  2.7  -9 -9.0   -9 1011.5 1016.0 -9  -9.0  28.7   3.5  20.0   7.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  1317  1.0  3.67 -9  53.4  27.8  22.1  18.8  18.6  -9 -9.0 -9  3 -9
202405181300 284  16  2.2  -9 -9.0   -9  989.7 1015.4 -9  -9.0  27.0   4.6  24.0   8.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  42.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 285  16  1.1  -9 -9.0   -9 1013.0 1016.0 -9  -9.0  27.7   1.2  18.0   6.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  50.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 288  25  2.1  -9 -9.0   -9 1015.2 1016.1 -9  -9.0  28.0   1.4  18.0   6.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  47.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 289   9  1.2  -9 -9.0   -9 1000.8 1016.4 -9  -9.0  27.4  11.8  38.0  13.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  5000  1.0 -9.00 -9  43.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 294  29  1.8  -9 -9.0   -9 1013.0 1018.1 -9  -9.0  24.8  12.7  47.0  14.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  3911  1.0 -9.00 -9  42.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 295   2  1.7  -9 -9.0   -9 1012.3 1017.5 -9  -9.0  24.8  11.7  44.0  13.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4796  1.0 -9.00 -9  50.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202405181300 296  16  4.6  -9 -9.0   -9 1017.3 1017.6 -9  -9.0  25.0  15.3  55.0  17.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       -9  -9   -9 -         -9  -9  -9  4734  1.0  3.58 -9  36.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9 -9 -9
#7777END
